date,season,matchday,goalkeeper,penaltytaker,homegame,result,minute,goaldiff,gkclub,ptclub,gkage,ptage,gkexp,ptexp
-1573.0,65/66,5.0,"Krätschmer, Rudolf","Emmerich, Lothar",2.0,Tor,73.0,0.0,Borussia Mönchengladbach,Borussia Dortmund,20.0,23.0,0.0,4.0
-1573.0,65/66,5.0,"Tilkowski, Hans","Milder, Egon",1.0,Latte,78.0,1.0,Borussia Dortmund,Borussia Mönchengladbach,30.0,23.0,4.0,0.0
-1573.0,65/66,5.0,"Podlasly, Horst","Ulsaß, Lothar",1.0,Tor,83.0,-1.0,Hannover 96,Eintracht Braunschweig,29.0,25.0,4.0,3.0
-1573.0,65/66,5.0,"Mühlmann, Horst","Sturm, Hans",1.0,gehalten,53.0,0.0,FC Schalke 04,1.FC Köln,25.0,30.0,3.0,4.0
-1573.0,65/66,5.0,"Sawitzki, Günter","Luttrop, Otto",1.0,gehalten,29.0,0.0,VfB Stuttgart,TSV 1860 München,32.0,26.0,3.0,4.0
-1573.0,65/66,5.0,"Sawitzki, Günter","Brunnenmeier, Rudi",1.0,Pfosten,70.0,0.0,VfB Stuttgart,TSV 1860 München,32.0,24.0,3.0,3.0
-1566.0,65/66,6.0,"Schnarr, Wolfgang","Ulsaß, Lothar",2.0,Tor,69.0,0.0,1.FC Kaiserslautern,Eintracht Braunschweig,24.0,25.0,2.0,3.0
-1566.0,65/66,6.0,"Manglitz, Manfred","Grosser, Peter",2.0,Tor,46.0,-1.0,Meidericher SV,TSV 1860 München,25.0,27.0,3.0,3.0
-1566.0,65/66,6.0,"Toth, Gyula","Usbeck, Wolf-Ingo",2.0,gehalten,35.0,2.0,1.FC Nürnberg,SV Tasmania Berlin,24.0,21.0,1.0,0.0
-1552.0,65/66,7.0,"Sawitzki, Günter","Ulsaß, Lothar",1.0,Tor,55.0,0.0,VfB Stuttgart,Eintracht Braunschweig,32.0,25.0,3.0,3.0
-1552.0,65/66,7.0,"Schnarr, Wolfgang","May, Elmar",1.0,vorbei,40.0,0.0,1.FC Kaiserslautern,Borussia Neunkirchen,24.0,26.0,2.0,1.0
-1538.0,65/66,8.0,"Kunter, Peter","Pott, Fritz",1.0,Tor,29.0,0.0,Eintracht Frankfurt,1.FC Köln,24.0,26.0,0.0,4.0
-1538.0,65/66,8.0,"Bernard, Günter","Grosser, Peter",2.0,Tor,73.0,0.0,SV Werder Bremen,TSV 1860 München,26.0,27.0,2.0,3.0
-1538.0,65/66,8.0,"Paul1, Manfred","Laszig, Otto",1.0,Tor,77.0,-3.0,Karlsruher SC,Hannover 96,27.0,30.0,3.0,3.0
-1538.0,65/66,8.0,"Tilkowski, Hans","Beckenbauer, Franz",1.0,gehalten,58.0,1.0,Borussia Dortmund,FC Bayern München,30.0,20.0,4.0,0.0
-1534.0,65/66,9.0,"Podlasly, Horst","Netzer, Günter",1.0,Tor,51.0,0.0,Hannover 96,Borussia Mönchengladbach,29.0,21.0,4.0,0.0
-1534.0,65/66,9.0,"Wabra, Roland","Emmerich, Lothar",1.0,Latte,42.0,0.0,1.FC Nürnberg,Borussia Dortmund,30.0,23.0,3.0,4.0
-1534.0,65/66,9.0,"Tilkowski, Hans","Flachenecker, Gustl",2.0,Latte,73.0,1.0,Borussia Dortmund,1.FC Nürnberg,30.0,25.0,4.0,3.0
-1534.0,65/66,9.0,"Orzessek, Manfred","Laszig, Otto",2.0,vorbei,74.0,0.0,Borussia Mönchengladbach,Hannover 96,31.0,30.0,4.0,3.0
-1531.0,65/66,10.0,"Paul1, Manfred","Sieloff, Klaus-Dieter",1.0,Tor,53.0,0.0,Karlsruher SC,VfB Stuttgart,27.0,23.0,3.0,3.0
-1531.0,65/66,10.0,"Kunter, Peter","Grosser, Peter",1.0,Tor,63.0,0.0,Eintracht Frankfurt,TSV 1860 München,24.0,27.0,0.0,3.0
-1531.0,65/66,10.0,"Rohloff, Heinz","Nolden, Ludwig",1.0,Tor,63.0,0.0,SV Tasmania Berlin,Meidericher SV,26.0,30.0,0.0,4.0
-1531.0,65/66,10.0,"Schnoor1, Horst","Strehl, Heinz",1.0,Tor,77.0,-3.0,Hamburger SV,1.FC Nürnberg,31.0,27.0,4.0,3.0
-1524.0,65/66,11.0,"Kirsch, Horst","Schütz1, Arnold",2.0,Tor,73.0,1.0,Borussia Neunkirchen,SV Werder Bremen,26.0,30.0,1.0,4.0
-1524.0,65/66,11.0,"Loy, Egon","Herrmann, Günter",2.0,Tor,72.0,3.0,Eintracht Frankfurt,FC Schalke 04,34.0,26.0,3.0,3.0
-1524.0,65/66,11.0,"Radenkovic, Petar","Ulsaß, Lothar",1.0,Tor,67.0,1.0,TSV 1860 München,Eintracht Braunschweig,31.0,25.0,3.0,3.0
-1524.0,65/66,11.0,"Sawitzki, Günter","Netzer, Günter",1.0,Tor,2.0,0.0,VfB Stuttgart,Borussia Mönchengladbach,33.0,21.0,3.0,0.0
-1517.0,65/66,12.0,"Maier, Sepp","Mülhausen, Karl-Heinz",1.0,Tor,45.0,0.0,FC Bayern München,Hannover 96,21.0,28.0,0.0,4.0
-1517.0,65/66,12.0,"Manglitz, Manfred","Netzer, Günter",2.0,Tor,5.0,0.0,Meidericher SV,Borussia Mönchengladbach,25.0,21.0,3.0,0.0
-1517.0,65/66,12.0,"Wabra, Roland","Herrmann, Günter",1.0,gehalten,78.0,0.0,1.FC Nürnberg,FC Schalke 04,30.0,26.0,3.0,3.0
-1503.0,65/66,13.0,"Sawitzki, Günter","Pohlschmidt, Manfred",1.0,Pfosten,78.0,-2.0,VfB Stuttgart,Hamburger SV,33.0,25.0,3.0,4.0
-1496.0,65/66,14.0,"Orzessek, Manfred","Höttges, Horst-Dieter",1.0,Tor,75.0,-1.0,Borussia Mönchengladbach,SV Werder Bremen,31.0,22.0,4.0,1.0
-1489.0,65/66,15.0,"Bernard, Günter","Emmerich, Lothar",1.0,Tor,73.0,0.0,SV Werder Bremen,Borussia Dortmund,26.0,24.0,2.0,4.0
-1482.0,65/66,16.0,"Maier, Sepp","Pott, Fritz",1.0,Tor,30.0,-2.0,FC Bayern München,1.FC Köln,21.0,26.0,0.0,4.0
-1482.0,65/66,16.0,"Schumacher1, Toni","Beckenbauer, Franz",2.0,Tor,43.0,3.0,1.FC Köln,FC Bayern München,27.0,20.0,4.0,0.0
-1482.0,65/66,16.0,"Radenkovic, Petar","Emmerich, Lothar",2.0,Tor,72.0,1.0,TSV 1860 München,Borussia Dortmund,31.0,24.0,3.0,4.0
-1482.0,65/66,16.0,"Schnoor1, Horst","Höttges, Horst-Dieter",1.0,Tor,17.0,-1.0,Hamburger SV,SV Werder Bremen,31.0,22.0,4.0,1.0
-1482.0,65/66,16.0,"Basikow, Klaus","May, Elmar",1.0,Tor,9.0,0.0,SV Tasmania Berlin,Borussia Neunkirchen,28.0,26.0,0.0,1.0
-1482.0,65/66,16.0,"Schnarr, Wolfgang","Herrmann, Günter",1.0,gehalten,51.0,0.0,1.FC Kaiserslautern,FC Schalke 04,24.0,26.0,2.0,3.0
-1475.0,65/66,17.0,"Podlasly, Horst","Nolden, Ludwig",2.0,Tor,14.0,0.0,Hannover 96,Meidericher SV,29.0,30.0,4.0,4.0
-1475.0,65/66,17.0,"Bernard, Günter","Beckenbauer, Franz",1.0,Tor,90.0,-1.0,SV Werder Bremen,FC Bayern München,26.0,20.0,2.0,0.0
-1464.0,65/66,16.0,"Manglitz, Manfred","Reisch, Stefan",2.0,Tor,65.0,-1.0,Meidericher SV,1.FC Nürnberg,25.0,24.0,3.0,3.0
-1454.0,65/66,18.0,"Bernard, Günter","Reisch, Stefan",1.0,gehalten,89.0,-1.0,SV Werder Bremen,1.FC Nürnberg,26.0,24.0,2.0,3.0
-1447.0,65/66,19.0,"Jäcker, Hans","Pohlschmidt, Manfred",2.0,Tor,64.0,-1.0,Eintracht Braunschweig,Hamburger SV,33.0,25.0,4.0,4.0
-1447.0,65/66,19.0,"Sawitzki, Günter","Heidemann, Hartmut",1.0,Tor,72.0,-3.0,VfB Stuttgart,Meidericher SV,33.0,24.0,3.0,4.0
-1433.0,65/66,20.0,"Kunter, Peter","Reisch, Stefan",1.0,gehalten,55.0,0.0,Eintracht Frankfurt,1.FC Nürnberg,24.0,24.0,0.0,3.0
-1426.0,65/66,21.0,"Podlasly, Horst","Lechner, Georg",1.0,gehalten,56.0,0.0,Hannover 96,Eintracht Frankfurt,29.0,24.0,4.0,1.0
-1419.0,65/66,22.0,"Wolf, Erich","Pohlschmidt, Manfred",1.0,Tor,70.0,-7.0,Karlsruher SC,Hamburger SV,25.0,25.0,2.0,4.0
-1405.0,65/66,23.0,"Sawitzki, Günter","Grabowski, Jürgen",1.0,Tor,39.0,-1.0,VfB Stuttgart,Eintracht Frankfurt,33.0,21.0,3.0,0.0
-1405.0,65/66,23.0,"Maier, Sepp","Wild, Horst",1.0,Tor,72.0,0.0,FC Bayern München,Karlsruher SC,22.0,22.0,0.0,2.0
-1405.0,65/66,23.0,"Ertz, Willi","Laszig, Otto",2.0,gehalten,76.0,1.0,Borussia Neunkirchen,Hannover 96,22.0,31.0,1.0,3.0
-1398.0,65/66,24.0,"Elting, Josef","Schütz1, Arnold",2.0,Tor,67.0,-2.0,FC Schalke 04,SV Werder Bremen,21.0,31.0,0.0,4.0
-1398.0,65/66,24.0,"Maier, Sepp","Milder, Egon",2.0,Tor,45.0,2.0,FC Bayern München,Borussia Mönchengladbach,22.0,23.0,0.0,0.0
-1384.0,65/66,26.0,"Kunter, Peter","Schütz1, Arnold",1.0,Tor,7.0,0.0,Eintracht Frankfurt,SV Werder Bremen,24.0,31.0,0.0,4.0
-1384.0,65/66,26.0,"Kunter, Peter","Schütz1, Arnold",1.0,gehalten,38.0,-3.0,Eintracht Frankfurt,SV Werder Bremen,24.0,31.0,0.0,4.0
-1384.0,65/66,26.0,"Orzessek, Manfred","Siemensmeyer, Hans",1.0,Tor,63.0,0.0,Borussia Mönchengladbach,Hannover 96,31.0,25.0,4.0,4.0
-1384.0,65/66,26.0,"Paul1, Manfred","Geisert, Otto",1.0,Tor,24.0,0.0,Karlsruher SC,1.FC Kaiserslautern,28.0,26.0,3.0,4.0
-1377.0,65/66,27.0,"Podlasly, Horst","Emmerich, Lothar",1.0,Tor,45.0,0.0,Hannover 96,Borussia Dortmund,30.0,24.0,4.0,4.0
-1377.0,65/66,27.0,"Schnarr, Wolfgang","Milder, Egon",1.0,Tor,43.0,0.0,1.FC Kaiserslautern,Borussia Mönchengladbach,24.0,24.0,2.0,0.0
-1377.0,65/66,27.0,"Radenkovic, Petar","Trimhold2, Horst",1.0,gehalten,44.0,-1.0,TSV 1860 München,Eintracht Frankfurt,31.0,25.0,3.0,4.0
-1370.0,65/66,28.0,"Paul1, Manfred","Nolden, Ludwig",1.0,Tor,86.0,-5.0,Karlsruher SC,Meidericher SV,28.0,30.0,3.0,4.0
-1370.0,65/66,28.0,"Maier, Sepp","Strehl, Heinz",1.0,Tor,8.0,0.0,FC Bayern München,1.FC Nürnberg,22.0,27.0,0.0,3.0
-1370.0,65/66,28.0,"Wabra, Roland","Brenninger, Dieter",2.0,Tor,36.0,1.0,1.FC Nürnberg,FC Bayern München,30.0,22.0,3.0,3.0
-1370.0,65/66,28.0,"Orzessek, Manfred","Sieloff, Klaus-Dieter",1.0,Tor,53.0,-3.0,Borussia Mönchengladbach,VfB Stuttgart,31.0,24.0,4.0,3.0
-1360.0,65/66,21.0,"Radenkovic, Petar","Reitgaßl, Willi",2.0,gehalten,89.0,2.0,TSV 1860 München,1.FC Kaiserslautern,31.0,30.0,3.0,2.0
-1356.0,65/66,29.0,"Schnarr, Wolfgang","Giesemann, Willi",1.0,Tor,48.0,-1.0,1.FC Kaiserslautern,Hamburger SV,24.0,28.0,2.0,2.0
-1349.0,65/66,30.0,"Schumacher1, Toni","Milder, Egon",2.0,Tor,78.0,1.0,1.FC Köln,Borussia Mönchengladbach,27.0,24.0,4.0,0.0
-1342.0,65/66,31.0,"Rohloff, Heinz","Grabowski, Jürgen",2.0,Tor,71.0,-2.0,SV Tasmania Berlin,Eintracht Frankfurt,27.0,21.0,0.0,0.0
-1342.0,65/66,31.0,"Maier, Sepp","Sieloff, Klaus-Dieter",2.0,Tor,18.0,0.0,FC Bayern München,VfB Stuttgart,22.0,24.0,0.0,3.0
-1342.0,65/66,31.0,"Wolter, Horst","Kuntz2, Günter",1.0,Tor,24.0,0.0,Eintracht Braunschweig,Borussia Neunkirchen,23.0,27.0,3.0,1.0
-1335.0,65/66,32.0,"Podlasly, Horst","Reitgaßl, Willi",1.0,Tor,84.0,1.0,Hannover 96,1.FC Kaiserslautern,30.0,30.0,4.0,2.0
-1328.0,65/66,32.0,"Tilkowski, Hans","Höttges, Horst-Dieter",1.0,Tor,89.0,0.0,Borussia Dortmund,SV Werder Bremen,30.0,22.0,4.0,1.0
-1328.0,65/66,32.0,"Ertz, Willi","Pyka, Alfred",1.0,vorbei,36.0,0.0,Borussia Neunkirchen,FC Schalke 04,23.0,29.0,1.0,4.0
-1321.0,65/66,33.0,"Elting, Josef","Reitgaßl, Willi",1.0,Tor,37.0,0.0,FC Schalke 04,1.FC Kaiserslautern,21.0,30.0,0.0,2.0
-1321.0,65/66,33.0,"Rohloff, Heinz","Kuntz2, Günter",2.0,Tor,37.0,1.0,SV Tasmania Berlin,Borussia Neunkirchen,27.0,27.0,0.0,1.0
-1314.0,65/66,34.0,"Schumacher1, Toni","Strehl, Heinz",2.0,Tor,24.0,1.0,1.FC Köln,1.FC Nürnberg,27.0,27.0,4.0,3.0
-1230.0,66/67,1.0,"Radenkovic, Petar","Overath, Wolfgang",1.0,Tor,28.0,-1.0,TSV 1860 München,1.FC Köln,31.0,22.0,4.0,3.0
-1230.0,66/67,1.0,"Maier, Sepp","Grabowski, Jürgen",2.0,Tor,53.0,1.0,FC Bayern München,Eintracht Frankfurt,22.0,22.0,1.0,1.0
-1230.0,66/67,1.0,"Podlasly, Horst","Pohlschmidt, Manfred",1.0,gehalten,76.0,-1.0,Hannover 96,Hamburger SV,30.0,26.0,5.0,5.0
-1216.0,66/67,3.0,"Kunter, Peter","Lungwitz, Werner",1.0,Tor,35.0,2.0,Eintracht Frankfurt,Fortuna Düsseldorf,25.0,24.0,1.0,4.0
-1216.0,66/67,3.0,"Wabra, Roland","Kraus2, Willi",1.0,Tor,42.0,0.0,1.FC Nürnberg,FC Schalke 04,30.0,23.0,4.0,4.0
-1216.0,66/67,3.0,"Kessler1, Siegfried","Emmerich, Lothar",1.0,Tor,54.0,0.0,Karlsruher SC,Borussia Dortmund,25.0,24.0,1.0,5.0
-1216.0,66/67,3.0,"Bernard, Günter","Heidemann, Hartmut",1.0,Latte,21.0,0.0,SV Werder Bremen,Meidericher SV,26.0,25.0,3.0,5.0
-1202.0,66/67,5.0,"Podlasly, Horst","Grabowski, Jürgen",2.0,gehalten,61.0,1.0,Hannover 96,Eintracht Frankfurt,30.0,22.0,5.0,1.0
-1195.0,66/67,6.0,"Sawitzki, Günter","Solz, Wolfgang",1.0,Tor,59.0,-3.0,VfB Stuttgart,Eintracht Frankfurt,33.0,26.0,4.0,4.0
-1195.0,66/67,6.0,"Schnoor1, Horst","Höttges, Horst-Dieter",1.0,Tor,7.0,0.0,Hamburger SV,SV Werder Bremen,32.0,23.0,5.0,2.0
-1188.0,66/67,7.0,"Fahrian, Wolfgang","Sandmann, Helmut",1.0,Tor,65.0,1.0,TSV 1860 München,Hamburger SV,25.0,21.0,4.0,1.0
-1188.0,66/67,7.0,"Teupel, Gerhard","Emmerich, Lothar",1.0,Tor,45.0,0.0,SV Werder Bremen,Borussia Dortmund,24.0,24.0,0.0,5.0
-1188.0,66/67,7.0,"Sawitzki, Günter","van Haaren, Heinz",1.0,gehalten,36.0,0.0,VfB Stuttgart,Meidericher SV,33.0,26.0,4.0,5.0
-1181.0,66/67,8.0,"Danner1, Volker","Wild, Horst",2.0,Tor,42.0,2.0,Borussia Mönchengladbach,Karlsruher SC,24.0,23.0,3.0,3.0
-1181.0,66/67,8.0,"Manglitz, Manfred","Huberts, Wilhelm",1.0,Tor,61.0,0.0,Meidericher SV,Eintracht Frankfurt,26.0,28.0,4.0,3.0
-1181.0,66/67,8.0,"Wessel, Bernhard","Brunnenmeier, Rudi",1.0,vorbei,31.0,0.0,Borussia Dortmund,TSV 1860 München,30.0,25.0,5.0,4.0
-1174.0,66/67,9.0,"Nigbur, Norbert","Nolden, Ludwig",2.0,Tor,89.0,2.0,FC Schalke 04,Meidericher SV,18.0,31.0,0.0,5.0
-1174.0,66/67,9.0,"Sawitzki, Günter","Rehhagel, Otto",1.0,Tor,43.0,-2.0,VfB Stuttgart,1.FC Kaiserslautern,34.0,28.0,4.0,3.0
-1160.0,66/67,11.0,"Bernard, Günter","Wild, Horst",1.0,Tor,27.0,1.0,SV Werder Bremen,Karlsruher SC,27.0,23.0,3.0,3.0
-1160.0,66/67,11.0,"Soskic, Milutin","Biskup, Werner",1.0,Pfosten,9.0,0.0,1.FC Kaiserslautern,Fortuna Düsseldorf,28.0,24.0,0.0,4.0
-1160.0,66/67,11.0,"Soskic, Milutin","Koch2, Jürgen",1.0,drüber,87.0,2.0,1.FC Kaiserslautern,Fortuna Düsseldorf,28.0,24.0,0.0,5.0
-1153.0,66/67,12.0,"Danner1, Volker","Höttges, Horst-Dieter",1.0,Tor,61.0,2.0,Borussia Mönchengladbach,SV Werder Bremen,24.0,23.0,3.0,2.0
-1153.0,66/67,12.0,"Wessel, Bernhard","Nolden, Ludwig",1.0,Tor,68.0,5.0,Borussia Dortmund,Meidericher SV,30.0,31.0,5.0,5.0
-1146.0,66/67,13.0,"Radenkovic, Petar","Netzer, Günter",1.0,Tor,31.0,0.0,TSV 1860 München,Borussia Mönchengladbach,32.0,22.0,4.0,1.0
-1146.0,66/67,13.0,"Radenkovic, Petar","Netzer, Günter",1.0,gehalten,84.0,1.0,TSV 1860 München,Borussia Mönchengladbach,32.0,22.0,4.0,1.0
-1146.0,66/67,13.0,"Nigbur, Norbert","Emmerich, Lothar",1.0,Tor,15.0,0.0,FC Schalke 04,Borussia Dortmund,18.0,25.0,0.0,5.0
-1132.0,66/67,14.0,"Schnoor1, Horst","Schämer, Lothar",1.0,Tor,49.0,2.0,Hamburger SV,Eintracht Frankfurt,32.0,26.0,5.0,4.0
-1132.0,66/67,14.0,"Manglitz, Manfred","Hellingrath, Hans-Josef",2.0,Tor,39.0,0.0,Meidericher SV,Fortuna Düsseldorf,26.0,26.0,4.0,5.0
-1132.0,66/67,14.0,"Wabra, Roland","Höttges, Horst-Dieter",1.0,Tor,54.0,0.0,1.FC Nürnberg,SV Werder Bremen,31.0,23.0,4.0,2.0
-1125.0,66/67,15.0,"Schnoor1, Horst","Emmerich, Lothar",2.0,Tor,12.0,0.0,Hamburger SV,Borussia Dortmund,32.0,25.0,5.0,5.0
-1125.0,66/67,15.0,"Wessel, Bernhard","Pohlschmidt, Manfred",1.0,vorbei,44.0,1.0,Borussia Dortmund,Hamburger SV,30.0,26.0,5.0,5.0
-1125.0,66/67,15.0,"Wessel, Bernhard","Sandmann, Helmut",1.0,Latte,41.0,1.0,Borussia Dortmund,Hamburger SV,30.0,22.0,5.0,1.0
-1125.0,66/67,15.0,"Schnarr, Wolfgang","Müller4, Gerd",1.0,Tor,90.0,-4.0,1.FC Kaiserslautern,FC Bayern München,25.0,21.0,3.0,1.0
-1125.0,66/67,15.0,"Soskic, Milutin","Saric, Vlado",1.0,vorbei,7.0,0.0,1.FC Köln,Rot-Weiss Essen,29.0,21.0,0.0,0.0
-1118.0,66/67,16.0,"Maier, Sepp","Dörfel, Gert",1.0,Tor,6.0,-1.0,FC Bayern München,Hamburger SV,22.0,27.0,1.0,5.0
-1118.0,66/67,16.0,"Podlasly, Horst","Herrmann, Günter",1.0,Tor,19.0,0.0,Hannover 96,FC Schalke 04,30.0,27.0,5.0,4.0
-1111.0,66/67,17.0,"Radenkovic, Petar","Huberts, Wilhelm",1.0,Tor,72.0,3.0,TSV 1860 München,Eintracht Frankfurt,32.0,28.0,4.0,3.0
-1076.0,66/67,19.0,"Bockholt, Fred-Werner","Kreuz2, Manfred",1.0,Tor,28.0,0.0,Rot-Weiss Essen,FC Schalke 04,23.0,30.0,0.0,5.0
-1076.0,66/67,19.0,"Podlasly, Horst","Emmerich, Lothar",1.0,drüber,72.0,-1.0,Hannover 96,Borussia Dortmund,30.0,25.0,5.0,5.0
-1069.0,66/67,20.0,"Wessel, Bernhard","Wild, Horst",1.0,Tor,89.0,-1.0,Borussia Dortmund,Karlsruher SC,30.0,23.0,5.0,3.0
-1069.0,66/67,20.0,"Schnoor1, Horst","Milder, Egon",1.0,Tor,35.0,1.0,Hamburger SV,Borussia Mönchengladbach,32.0,24.0,5.0,1.0
-1069.0,66/67,20.0,"Danner1, Volker","Pohlschmidt, Manfred",2.0,gehalten,60.0,1.0,Borussia Mönchengladbach,Hamburger SV,24.0,26.0,3.0,5.0
-1055.0,66/67,21.0,"Sawitzki, Günter","Overath, Wolfgang",2.0,Tor,55.0,1.0,VfB Stuttgart,1.FC Köln,34.0,23.0,4.0,3.0
-1055.0,66/67,21.0,"Maier, Sepp","Wild, Horst",2.0,Tor,26.0,1.0,FC Bayern München,Karlsruher SC,23.0,23.0,1.0,3.0
-1055.0,66/67,21.0,"Schnarr, Wolfgang","Volkert, Georg",2.0,gehalten,48.0,0.0,1.FC Kaiserslautern,1.FC Nürnberg,25.0,21.0,3.0,1.0
-1055.0,66/67,21.0,"Wessel, Bernhard","Milder, Egon",2.0,gehalten,50.0,0.0,Borussia Dortmund,Borussia Mönchengladbach,30.0,24.0,5.0,1.0
-1048.0,66/67,22.0,"Krüssenberg, Dirk","Wild, Horst",1.0,Tor,45.0,1.0,Fortuna Düsseldorf,Karlsruher SC,21.0,23.0,0.0,3.0
-1048.0,66/67,22.0,"Krüssenberg, Dirk","Wild, Horst",1.0,Tor,71.0,-1.0,Fortuna Düsseldorf,Karlsruher SC,21.0,23.0,0.0,3.0
-1048.0,66/67,22.0,"Nigbur, Norbert","Patzke2, Bernd",1.0,gehalten,88.0,2.0,FC Schalke 04,TSV 1860 München,18.0,24.0,0.0,2.0
-1041.0,66/67,23.0,"Kunter, Peter","Hoffmann3, Theodor",1.0,Tor,30.0,-1.0,Eintracht Frankfurt,VfB Stuttgart,25.0,26.0,1.0,4.0
-1041.0,66/67,23.0,"Krüssenberg, Dirk","Netzer, Günter",2.0,Tor,75.0,1.0,Fortuna Düsseldorf,Borussia Mönchengladbach,21.0,22.0,0.0,1.0
-1041.0,66/67,23.0,"Wabra, Roland","Emmerich, Lothar",1.0,gehalten,10.0,1.0,1.FC Nürnberg,Borussia Dortmund,31.0,25.0,4.0,5.0
-1034.0,66/67,24.0,"Podlasly, Horst","Laumen, Herbert",1.0,gehalten,58.0,0.0,Hannover 96,Borussia Mönchengladbach,31.0,23.0,5.0,4.0
-1027.0,66/67,25.0,"Bernard, Günter","Müller4, Gerd",1.0,Tor,81.0,0.0,SV Werder Bremen,FC Bayern München,27.0,21.0,3.0,1.0
-1027.0,66/67,25.0,"Danner1, Volker","Wild, Horst",1.0,Tor,23.0,1.0,Borussia Mönchengladbach,Karlsruher SC,24.0,23.0,3.0,3.0
-1027.0,66/67,25.0,"Radenkovic, Petar","Emmerich, Lothar",1.0,gehalten,81.0,0.0,TSV 1860 München,Borussia Dortmund,32.0,25.0,4.0,5.0
-1020.0,66/67,26.0,"Schwerin, Erhard","Ulsaß, Lothar",1.0,Latte,18.0,-1.0,Hamburger SV,Eintracht Braunschweig,28.0,26.0,2.0,4.0
-1020.0,66/67,26.0,"Tilkowski, Hans","Overath, Wolfgang",1.0,gehalten,72.0,0.0,Borussia Dortmund,1.FC Köln,31.0,23.0,5.0,3.0
-1020.0,66/67,26.0,"Danner1, Volker","Schämer, Lothar",1.0,Pfosten,47.0,0.0,Borussia Mönchengladbach,Eintracht Frankfurt,24.0,26.0,3.0,4.0
-1006.0,66/67,27.0,"Schwerin, Erhard","Sieloff, Klaus-Dieter",2.0,Tor,39.0,0.0,Hamburger SV,VfB Stuttgart,28.0,25.0,2.0,4.0
-1006.0,66/67,27.0,"Sawitzki, Günter","Dörfel, Gert",1.0,Tor,87.0,1.0,VfB Stuttgart,Hamburger SV,34.0,27.0,4.0,5.0
-1006.0,66/67,27.0,"Roß, Hermann","Elfert, Gerhard",1.0,gehalten,50.0,0.0,Rot-Weiss Essen,Borussia Mönchengladbach,27.0,24.0,0.0,4.0
-992.0,66/67,28.0,"Wolter, Horst","Müller4, Gerd",2.0,Tor,71.0,5.0,Eintracht Braunschweig,FC Bayern München,24.0,21.0,4.0,1.0
-992.0,66/67,28.0,"Manglitz, Manfred","Dörfel, Gert",2.0,Latte,81.0,2.0,Meidericher SV,Hamburger SV,27.0,27.0,4.0,5.0
-992.0,66/67,28.0,"Schnarr, Wolfgang","Herrmann, Günter",1.0,gehalten,24.0,1.0,1.FC Kaiserslautern,FC Schalke 04,25.0,27.0,3.0,4.0
-985.0,66/67,29.0,"Radenkovic, Petar","Cieslarczyk, Johann",1.0,Tor,73.0,0.0,TSV 1860 München,Karlsruher SC,32.0,30.0,4.0,5.0
-985.0,66/67,29.0,"Kunter, Peter","Reitgaßl, Willi",1.0,Pfosten,69.0,0.0,Eintracht Frankfurt,1.FC Kaiserslautern,26.0,31.0,1.0,3.0
-978.0,66/67,30.0,"Orzessek, Manfred","Küppers, Hans",1.0,Tor,41.0,2.0,Borussia Mönchengladbach,TSV 1860 München,32.0,28.0,5.0,4.0
-978.0,66/67,30.0,"Radenkovic, Petar","Netzer, Günter",2.0,Tor,85.0,2.0,TSV 1860 München,Borussia Mönchengladbach,32.0,22.0,4.0,1.0
-978.0,66/67,30.0,"Nigbur, Norbert","Paul2, Wolfgang",2.0,Tor,52.0,-2.0,FC Schalke 04,Borussia Dortmund,19.0,27.0,0.0,5.0
-978.0,66/67,30.0,"Soskic, Milutin","Cieslarczyk, Johann",2.0,Tor,21.0,0.0,1.FC Köln,Karlsruher SC,29.0,30.0,0.0,5.0
-964.0,66/67,31.0,"Wolter, Horst","Cieslarczyk, Johann",1.0,Tor,55.0,0.0,Eintracht Braunschweig,Karlsruher SC,25.0,30.0,4.0,5.0
-964.0,66/67,31.0,"Nigbur, Norbert","Brenninger, Dieter",1.0,Tor,51.0,-1.0,FC Schalke 04,FC Bayern München,19.0,23.0,0.0,4.0
-964.0,66/67,31.0,"Lambertz, Klaus","Strehl, Heinz",1.0,vorbei,26.0,0.0,SV Werder Bremen,1.FC Nürnberg,27.0,28.0,4.0,4.0
-957.0,66/67,32.0,"Schnoor1, Horst","Paul2, Wolfgang",1.0,Tor,33.0,-1.0,Hamburger SV,Borussia Dortmund,33.0,27.0,5.0,5.0
-957.0,66/67,32.0,"Schwarzbach, Helmar","Kreuz2, Manfred",1.0,Tor,54.0,1.0,Fortuna Düsseldorf,FC Schalke 04,24.0,31.0,0.0,5.0
-950.0,66/67,33.0,"Sawitzki, Günter","Milder, Egon",1.0,Tor,40.0,1.0,VfB Stuttgart,Borussia Mönchengladbach,34.0,25.0,4.0,1.0
-943.0,66/67,34.0,"Toth, Gyula","Ulsaß, Lothar",1.0,Tor,28.0,0.0,1.FC Nürnberg,Eintracht Braunschweig,26.0,26.0,2.0,4.0
-943.0,66/67,34.0,"Bernard, Günter","Pott, Fritz",1.0,Tor,90.0,-2.0,SV Werder Bremen,1.FC Köln,27.0,28.0,3.0,5.0
-943.0,66/67,34.0,"Danner1, Volker","Manglitz, Manfred",1.0,Tor,87.0,3.0,Borussia Mönchengladbach,Meidericher SV,24.0,27.0,3.0,4.0
